:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
38,18182,36,57,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,217       MONITOR STREET                ,2017-09-30T00:00:00.000,40.72677,POINT (-73.94282 40.72677),,,,,-73.94282,0,0,0,0,0,0,0,0,,,12:20,3760140,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11222
22,11269,35,31,5,BRONX,Following Too Closely,Unspecified,Unspecified,,,,2017-09-30T00:00:00.000,40.84827,POINT (-73.88312 40.84827),,,,,-73.88312,0,0,1,0,0,0,1,0,SOUTHERN BOULEVARD,EAST 182 STREET                 ,16:04,3760931,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,10472
42,10930,50,27,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.834164,POINT (-73.922226 40.834164),,,,,-73.922226,0,0,0,0,0,0,0,0,RIVER AVENUE,MCCLELLAN STREET                ,14:19,3760876,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10452
14,10693,30,76,1,STATEN ISLAND,Driver Inattention/Distraction,Unspecified,,,,1001      RICHMOND HILL ROAD            ,2017-09-30T00:00:00.000,40.57663,POINT (-74.149025 40.57663),,,,,-74.149025,0,0,0,0,0,0,0,0,,,14:51,3760846,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10306
44,17216,10,41,2,BROOKLYN,Unsafe Speed,,,,,,2017-09-30T00:00:00.000,40.61758,POINT (-74.03049 40.61758),,,,,-74.03049,0,0,0,0,0,0,0,0,93 STREET,4 AVENUE                        ,23:20,3760883,PASSENGER VEHICLE,,,,,11209
32,11723,70,4,4,MANHATTAN,Turning Improperly,Unspecified,,,,408       GRAND STREET                  ,2017-09-30T00:00:00.000,40.715923,POINT (-73.986595 40.715923),,,,,-73.986595,0,0,2,0,0,0,2,0,,,13:36,3760961,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10002
51,10092,23,11,4,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.77553,POINT (-73.96028 40.77553),,,,,-73.96028,0,0,0,0,0,0,0,0,,EAST 79 STREET                  ,2:40,3760749,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
18,16867,2,39,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.626335,POINT (-73.97924 40.626335),,,,,-73.97924,0,0,0,0,0,0,0,0,50 STREET,19 AVENUE                       ,19:51,3761002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11204
,,,,,QUEENS,Backing Unsafely,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,37 AVENUE,73 street                       ,1:20,3760709,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11372
5,14783,65,73,3,QUEENS,Unspecified,Unspecified,,,,89-14     34 AVENUE                     ,2017-09-30T00:00:00.000,40.754433,POINT (-73.87829 40.754433),,,,,-73.87829,0,0,0,0,0,0,0,0,,,14:00,3760697,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11372
5,14783,65,73,3,QUEENS,Driver Inattention/Distraction,Unspecified,Unspecified,,,91-16     34 AVENUE                     ,2017-09-30T00:00:00.000,40.754627,POINT (-73.87643 40.754627),,,,,-73.87643,0,0,0,0,0,0,0,0,,,4:30,3760694,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11372
35,12426,7,14,4,,Driver Inexperience,,,,,,2017-09-30T00:00:00.000,40.788795,POINT (-73.93755 40.788795),,,,,-73.93755,0,0,1,0,0,0,1,0,,,8:55,3761141,MOTORCYCLE,,,,,
46,24339,62,64,3,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.66653,POINT (-73.806274 40.66653),,,,,-73.806274,0,0,2,0,0,0,2,0,,,11:30,3760130,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
51,13094,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,53        WEST 42 STREET                ,2017-09-30T00:00:00.000,40.754196,POINT (-73.982574 40.754196),,,,,-73.982574,0,0,0,0,0,0,0,0,,,20:15,3760384,SPORT UTILITY / STATION WAGON,,,,,10036
43,10929,49,23,5,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.818012,POINT (-73.92519 40.818012),,,,,-73.92519,0,0,1,0,0,0,1,0,,EAST 149 STREET                 ,23:00,3760593,TAXI,PASSENGER VEHICLE,,,,
38,17212,36,56,2,BROOKLYN,Oversized Vehicle,Unspecified,,,,,2017-09-30T00:00:00.000,40.69819,POINT (-73.96191 40.69819),,,,,-73.96191,0,0,0,0,0,0,0,0,FLUSHING AVENUE,CLASSON AVENUE                  ,12:15,3760280,,,,,,11249
12,11270,59,32,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,2027      TOMLINSON AVENUE              ,2017-09-30T00:00:00.000,40.854214,POINT (-73.85561 40.854214),,,,,-73.85561,0,0,1,0,0,0,1,0,,,14:30,3760295,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10461
43,11269,34,25,5,BRONX,Following Too Closely,Failure to Yield Right-of-Way,,,,,2017-09-30T00:00:00.000,40.835884,POINT (-73.88341 40.835884),,,,,-73.88341,1,0,0,0,0,0,1,0,BOONE AVENUE,EAST 174 STREET                 ,11:40,3760307,BICYCLE,SPORT UTILITY / STATION WAGON,,,,10460
,,,,,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,springflield boulevard,135 avenue                      ,14:30,3760572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
20,14193,22,67,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.765507,POINT (-73.80423 40.765507),,,,,-73.80423,0,0,1,0,0,0,1,0,161 STREET,35 AVENUE                       ,12:00,3760332,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11358
11,13510,60,43,2,,Driver Inexperience,,,,,,2017-09-30T00:00:00.000,40.64507,POINT (-73.95803 40.64507),,,,,-73.95803,0,0,0,0,0,0,0,0,FLATBUSH AVENUE,BEVERLEY ROAD                   ,13:20,3760339,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
27,17617,14,50,2,BROOKLYN,Turning Improperly,Unspecified,,,,252       6 STREET                      ,2017-09-30T00:00:00.000,40.67252,POINT (-73.98798 40.67252),,,,,-73.98798,0,0,0,0,0,0,0,0,,,12:20,3761475,SPORT UTILITY / STATION WAGON,,,,,11215
32,12076,56,1,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.725204,POINT (-74.01005 40.725204),,,,,-74.01005,0,0,0,0,0,0,0,0,CANAL STREET,WASHINGTON STREET               ,12:40,3760549,PASSENGER VEHICLE,,,,,
35,10929,49,23,5,BRONX,Unspecified,,,,,,2017-09-30T00:00:00.000,40.819057,POINT (-73.92923 40.819057),,,,,-73.92923,0,0,0,0,0,0,0,0,EAST 149 STREET,GERARD AVENUE                   ,13:18,3762011,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10451
43,10937,8,24,5,BRONX,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.820007,POINT (-73.89493 40.820007),,,,,-73.89493,0,0,0,0,0,0,0,0,TIFFANY STREET,BECK STREET                     ,17:07,3760507,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10459
43,12343,8,24,5,BRONX,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.820305,POINT (-73.89083 40.820305),,,,,-73.89083,0,0,0,0,0,0,0,0,HUNTS POINT AVENUE,BRUCKNER BOULEVARD              ,16:20,3760506,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10459
17,13516,55,46,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,208       BOYLAND STREET                ,2017-09-30T00:00:00.000,40.677223,POINT (-73.91364 40.677223),,,,,-73.91364,0,0,0,0,0,0,0,0,,,20:50,3760490,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11233
6,24338,63,63,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.713985,POINT (-73.73812 40.713985),,,,,-73.73812,0,0,0,0,0,0,0,0,218 STREET,HEMPSTEAD AVENUE                ,12:50,3760479,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11429
16,24337,63,63,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.72681,POINT (-73.7415 40.72681),,,,,-73.7415,0,0,0,0,0,0,0,0,90 AVENUE,SPRINGFIELD BOULEVARD           ,9:20,3760466,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11427
,14788,,,,,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-30T00:00:00.000,40.727776,POINT (-73.92902 40.727776),,,,,-73.92902,0,0,0,1,0,0,0,1,,,19:50,3761841,MOTORCYCLE,,,,,
47,24018,63,63,3,QUEENS,Unspecified,,,,,135-16    234 STREET                    ,2017-09-30T00:00:00.000,40.672672,POINT (-73.73728 40.672672),,,,,-73.73728,0,0,0,0,0,0,0,0,,,15:00,3760463,PASSENGER VEHICLE,,,,,11422
35,10929,49,23,5,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.81463,POINT (-73.925835 40.81463),,,,,-73.925835,0,0,0,0,0,0,0,0,,RIDER AVENUE                    ,11:30,3760452,SPORT UTILITY / STATION WAGON,,,,,
30,17213,42,53,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,494       BUSHWICK AVENUE               ,2017-09-30T00:00:00.000,40.700882,POINT (-73.93656 40.700882),,,,,-73.93656,0,0,0,0,0,0,0,0,,,17:20,3760437,PASSENGER VEHICLE,MOTORCYCLE,,,,11206
11,16866,17,44,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.658184,POINT (-73.94518 40.658184),,,,,-73.94518,0,0,0,0,0,0,0,0,,HAWTHORNE STREET                ,18:25,3760425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
22,11605,29,30,5,BRONX,Unsafe Lane Changing,,,,,3080      WHITE PLAINS ROAD             ,2017-09-30T00:00:00.000,40.870842,POINT (-73.86718 40.870842),,,,,-73.86718,0,0,1,0,0,0,1,0,,,13:06,3761577,,,,,,10467
24,14508,25,65,3,QUEENS,Drugs (Illegal),Unspecified,,,,,2017-09-30T00:00:00.000,40.725777,POINT (-73.79175 40.725777),,,,,-73.79175,0,0,5,0,0,0,5,0,UTOPIA PARKWAY,UNION TURNPIKE                  ,23:49,3760405,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11366
2,11607,29,30,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,3428      BOSTON ROAD                   ,2017-09-30T00:00:00.000,40.876003,POINT (-73.849495 40.876003),,,,,-73.849495,0,0,0,0,0,0,0,0,,,17:00,3761534,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10469
10,13094,11,8,4,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,200       WEST 42 STREET                ,2017-09-30T00:00:00.000,40.756207,POINT (-73.98739 40.756207),,,,,-73.98739,0,0,0,0,0,0,0,0,,,9:10,3760381,TAXI,TAXI,,,,10036
26,13825,5,38,2,BROOKLYN,Unspecified,,,,,,2017-09-30T00:00:00.000,40.637012,POINT (-73.92492 40.637012),,,,,-73.92492,0,0,0,0,0,0,0,0,EAST 54 STREET,FOSTER AVENUE                   ,11:30,3761488,PASSENGER VEHICLE,,,,,11234
27,13829,13,50,2,BROOKLYN,Backing Unsafely,Unspecified,,,,10        GRAND ARMY PLAZA              ,2017-09-30T00:00:00.000,40.674664,POINT (-73.97025 40.674664),,,,,-73.97025,0,0,0,0,0,0,0,0,,,19:00,3761495,PASSENGER VEHICLE,,,,,11238
11,17620,60,43,2,BROOKLYN,Turning Improperly,Unspecified,,,,1006      CATON AVENUE                  ,2017-09-30T00:00:00.000,40.648567,POINT (-73.9705 40.648567),,,,,-73.9705,0,0,0,0,0,0,0,0,,,12:00,3760340,PASSENGER VEHICLE,,,,,11218
42,10930,50,27,5,,Other Vehicular,,,,,,2017-09-30T00:00:00.000,40.840286,POINT (-73.92147 40.840286),,,,,-73.92147,0,0,0,0,0,0,0,0,GRANT HIGHWAY,WEST 170 STREET                 ,11:30,3760402,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
19,12420,20,12,4,MANHATTAN,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,,2017-09-30T00:00:00.000,40.773872,POINT (-73.98223 40.773872),,,,,-73.98223,0,0,0,0,0,0,0,0,WEST 66 STREET,BROADWAY                        ,18:02,3761530,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10023
41,20531,51,58,3,QUEENS,Unspecified,Unspecified,,,,88-08     ROCKAWAY BEACH BOULEVARD      ,2017-09-30T00:00:00.000,40.587307,POINT (-73.81318 40.587307),,,,,-73.81318,0,0,0,0,0,0,0,0,,,19:40,3761550,SPORT UTILITY / STATION WAGON,,,,,11693
,,,,,,Turning Improperly,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,SHORE PARKWAY,CROSS BAY BOULEVARD             ,22:00,3761555,PASSENGER VEHICLE,,,,,
34,14787,54,62,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.73516,POINT (-73.89784 40.73516),,,,,-73.89784,1,0,0,0,0,0,1,0,67 STREET,MAURICE AVENUE                  ,5:26,3761580,BICYCLE,,,,,11377
38,17613,36,57,2,BROOKLYN,Passing or Lane Usage Improper,Driver Inattention/Distraction,Unspecified,,,250       NORTH 10 STREET               ,2017-09-30T00:00:00.000,40.717525,POINT (-73.95278 40.717525),,,,,-73.95278,0,0,0,0,0,0,0,0,,,23:30,3761584,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11211
46,24016,62,64,3,,Alcohol Involvement,Unspecified,,,,,2017-09-30T00:00:00.000,40.6845,POINT (-73.81428 40.6845),,,,,-73.81428,0,0,0,0,0,0,0,0,128 STREET,109 AVENUE                      ,19:30,3761592,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
34,14788,54,62,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.732075,POINT (-73.895836 40.732075),,,,,-73.895836,1,0,0,0,0,0,1,0,,69 STREET                       ,9:00,3761599,BICYCLE,,,,,
51,13094,11,10,4,MANHATTAN,Unsafe Speed,Driver Inattention/Distraction,,,,55        WEST 46 STREET                ,2017-09-30T00:00:00.000,40.756763,POINT (-73.98076 40.756763),,,,,-73.98076,1,0,0,0,0,0,1,0,,,14:30,3761617,BICYCLE,SPORT UTILITY / STATION WAGON,,,,10036
7,18180,9,45,2,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.641747,POINT (-74.013824 40.641747),,,,,-74.013824,0,0,0,0,0,0,0,0,,56 STREET                       ,14:20,3761659,PASSENGER VEHICLE,,,,,
16,16098,63,63,3,QUEENS,Unspecified,Unspecified,,,,254-05    HILLSIDE AVENUE               ,2017-09-30T00:00:00.000,40.73621,POINT (-73.71359 40.73621),,,,,-73.71359,0,0,0,0,0,0,0,0,,,16:20,3760458,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11004
47,20529,51,59,3,,Turning Improperly,Unspecified,,,,,2017-09-30T00:00:00.000,40.609535,POINT (-73.75372 40.609535),,,,,-73.75372,0,0,0,0,0,0,0,0,,BEACH CHANNEL DRIVE             ,15:30,3761800,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
9,10700,30,75,1,,Passing or Lane Usage Improper,Unspecified,,,,313       MERRYMOUNT STREET             ,2017-09-30T00:00:00.000,40.58729,POINT (-74.16202 40.58729),,,,,-74.16202,0,0,0,0,0,0,0,0,,,12:00,3761900,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
38,17613,36,57,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.715473,POINT (-73.95185 40.715473),,,,,-73.95185,0,0,0,0,0,0,0,0,MEEKER AVENUE,UNION AVENUE                    ,19:25,3760485,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
36,13095,18,20,4,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,2289      5 AVENUE                      ,2017-09-30T00:00:00.000,40.814995,POINT (-73.93599 40.814995),,,,,-73.93599,0,0,0,0,0,0,0,0,,,18:31,3760484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10037
41,20531,51,58,3,QUEENS,Unspecified,,,,,332       CROSS BAY BOULEVARD           ,2017-09-30T00:00:00.000,40.613228,POINT (-73.820274 40.613228),,,,,-73.820274,0,0,0,0,0,0,0,0,,,16:34,3760499,SPORT UTILITY / STATION WAGON,,,,,11693
39,13091,47,22,4,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.85073,POINT (-73.93654 40.85073),,,,,-73.93654,0,0,0,0,0,0,0,0,,BENNETT AVENUE                  ,13:00,3761928,SPORT UTILITY / STATION WAGON,,,,,
25,13830,45,47,2,BROOKLYN,Unsafe Speed,Failure to Yield Right-of-Way,,,,,2017-09-30T00:00:00.000,40.65317,POINT (-73.866875 40.65317),,,,,-73.866875,0,0,0,0,0,0,0,0,ERSKINE STREET,SEAVIEW AVENUE                  ,0:15,3761957,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11239
39,13091,47,22,4,MANHATTAN,Following Too Closely,Unspecified,,,,1380      RIVERSIDE DRIVE               ,2017-09-30T00:00:00.000,40.852184,POINT (-73.941444 40.852184),,,,,-73.941444,0,0,1,0,0,0,1,0,,,20:00,3761967,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10033
25,17215,45,47,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.666595,POINT (-73.87176 40.666595),,,,,-73.87176,0,0,1,0,0,0,1,0,,LINDEN BOULEVARD                ,6:00,3762046,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
37,17215,45,47,2,BROOKLYN,Unspecified,Unspecified,,,,199       EUCLID AVENUE                 ,2017-09-30T00:00:00.000,40.683804,POINT (-73.874275 40.683804),,,,,-73.874275,0,0,0,0,0,0,0,0,,,21:00,3762057,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11208
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,,,22:15,3760356,TAXI,PASSENGER VEHICLE,,,,
20,13832,22,67,3,QUEENS,Backing Unsafely,Unspecified,,,,124-09    25 ROAD                       ,2017-09-30T00:00:00.000,40.775646,POINT (-73.84432 40.775646),,,,,-73.84432,0,0,0,0,0,0,0,0,,,19:40,3760344,SPORT UTILITY / STATION WAGON,,,,,11354
3,14190,22,67,3,QUEENS,Backing Unsafely,Following Too Closely,,,,59-46     156 STREET                    ,2017-09-30T00:00:00.000,40.739807,POINT (-73.81223 40.739807),,,,,-73.81223,0,0,0,0,0,0,0,0,,,18:20,3760338,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11355
20,14192,22,67,3,,Traffic Control Disregarded,Traffic Control Disregarded,,,,,2017-09-30T00:00:00.000,40.79006,POINT (-73.80753 40.79006),,,,,-73.80753,0,0,1,0,0,0,1,0,,154 STREET                      ,12:33,3760326,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
19,12421,20,15,4,MANHATTAN,Unspecified,,,,,120       WEST 91 STREET                ,2017-09-30T00:00:00.000,40.790016,POINT (-73.970695 40.790016),,,,,-73.970695,0,0,0,0,0,0,0,0,,,20:45,3761469,PASSENGER VEHICLE,,,,,10024
43,10929,34,25,5,BRONX,Unspecified,,,,,897       MELROSE AVENUE                ,2017-09-30T00:00:00.000,40.824463,POINT (-73.91371 40.824463),,,,,-73.91371,0,0,1,0,0,0,1,0,,,21:00,3760312,PASSENGER VEHICLE,,,,,10451
17,13516,55,46,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,2020      PACIFIC STREET                ,2017-09-30T00:00:00.000,40.67595,POINT (-73.91877 40.67595),,,,,-73.91877,0,0,0,0,0,0,0,0,,,0:00,3760298,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11233
10,12077,57,3,4,,Unsafe Lane Changing,Other Vehicular,,,,,2017-09-30T00:00:00.000,40.733612,POINT (-73.999565 40.733612),,,,,-73.999565,0,0,0,0,0,0,0,0,,AVENUE OF THE AMERICAS          ,0:20,3761396,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
44,13511,10,41,2,BROOKLYN,Lost Consciousness,Unspecified,,,,1249      72 STREET                     ,2017-09-30T00:00:00.000,40.622704,POINT (-74.00675 40.622704),,,,,-74.00675,0,0,1,0,0,0,1,0,,,13:50,3760282,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11228
29,11606,24,34,5,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.858707,POINT (-73.9037 40.858707),,,,,-73.9037,0,0,0,0,1,0,1,0,,EAST 183 STREET                 ,10:05,3760273,PASSENGER VEHICLE,,,,,
48,13829,68,55,2,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,404       CLERMONT AVENUE               ,2017-09-30T00:00:00.000,40.685547,POINT (-73.96936 40.685547),,,,,-73.96936,0,0,0,0,0,0,0,0,,,10:50,3760256,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11238
22,10935,6,29,5,BRONX,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.853138,POINT (-73.9017 40.853138),,,,,-73.9017,0,0,0,0,0,0,0,0,EAST 180 STREET,ANTHONY AVENUE                  ,2:45,3760269,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10457
48,13829,68,55,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.682804,POINT (-73.96367 40.682804),,,,,-73.96367,0,0,0,0,0,0,0,0,SAINT JAMES PLACE,FULTON STREET                   ,11:30,3760252,BICYCLE,PASSENGER VEHICLE,,,,11238
8,13827,5,42,2,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.642307,POINT (-73.899185 40.642307),,,,,-73.899185,0,0,0,0,0,0,0,0,,ROCKAWAY PARKWAY                ,0:20,3761223,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
12,11274,43,28,5,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.824932,POINT (-73.82431 40.824932),,,,,-73.82431,0,0,0,0,0,0,0,0,CROSS BRONX EXPRESSWAY,RANDALL AVENUE                  ,23:36,3761191,PASSENGER VEHICLE,,,,,
48,17615,17,44,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-30T00:00:00.000,40.667015,POINT (-73.9313 40.667015),,,,,-73.9313,0,0,0,0,0,0,0,0,PRESIDENT STREET,UTICA AVENUE                    ,16:13,3761157,PASSENGER VEHICLE,PICK-UP TRUCK,,,,11213
35,13093,7,16,4,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.797676,POINT (-73.93729 40.797676),,,,,-73.93729,0,0,0,0,0,0,0,0,,EAST 117 STREET                 ,11:00,3760126,SPORT UTILITY / STATION WAGON,,,,,
,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,,AMSTERDAM AVENUE                ,16:25,3761112,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,,,,,QUEENS,Unspecified,,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,Otis Avenue,60 Avenue                       ,19:00,3761096,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11368
14,10693,30,76,1,STATEN ISLAND,Unsafe Speed,Unspecified,,,,140       GREELEY AVENUE                ,2017-09-30T00:00:00.000,40.57788,POINT (-74.10916 40.57788),,,,,-74.10916,0,0,0,0,0,0,0,0,,,4:59,3760062,PASSENGER VEHICLE,,,,,10306
47,20530,51,58,3,QUEENS,Unspecified,Unspecified,,,,524       BEACH 65 STREET               ,2017-09-30T00:00:00.000,40.595844,POINT (-73.79448 40.595844),,,,,-73.79448,0,0,0,0,0,0,0,0,,,4:30,3760041,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11692
41,24013,62,64,3,QUEENS,Passenger Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.678185,POINT (-73.84098 40.678185),,,,,-73.84098,0,0,0,0,0,0,0,0,109 AVENUE,97 STREET                       ,9:45,3760136,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11417
9,10699,15,77,1,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.561077,POINT (-74.16984 40.561077),,,,,-74.16984,0,0,0,0,0,0,0,0,ARTHUR KILL ROAD,RICHMOND AVENUE                 ,16:50,3761042,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10312
9,10700,30,75,1,,Backing Unsafely,Unspecified,,,,77K       RICHMOND HILL ROAD            ,2017-09-30T00:00:00.000,40.58785,POINT (-74.165695 40.58785),,,,,-74.165695,0,0,0,0,0,0,0,0,,,12:42,3761017,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,11725,,,,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-30T00:00:00.000,40.700665,POINT (-74.01542 40.700665),,,,,-74.01542,0,0,0,0,0,0,0,0,,,9:53,3760990,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
32,11723,70,4,4,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.718384,POINT (-73.98545 40.718384),,,,,-73.98545,0,0,0,0,0,0,0,0,,CLINTON STREET                  ,0:30,3760972,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
43,10935,35,31,5,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.843678,POINT (-73.89426 40.843678),,,,,-73.89426,0,0,0,0,0,0,0,0,,,20:30,3760935,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
22,10935,35,31,5,BRONX,Unspecified,,,,,2045      HUGHES AVENUE                 ,2017-09-30T00:00:00.000,40.848072,POINT (-73.89099 40.848072),,,,,-73.89099,0,0,0,0,0,0,0,0,,,14:00,3760930,PASSENGER VEHICLE,,,,,10457
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.714527,POINT (-73.97481 40.714527),,,,,-73.97481,0,0,0,0,0,0,0,0,,,19:12,3760958,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,
